0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
577272dcedc2cb3880c6a79b,Basket of Apples,still-life-with-bottle-and-apple-basket-1894,paul-cezanne,Cezanne Paul,57726d84edc2cb3880b48a5b,1895.0,"['57726b52edc2cb3880ad77e0', '57726b4eedc2cb3880ad6f20', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,"{'id': '57726d84edc2cb3880b48a65', 'title': 'Final period'}",,['still life'],['Post-Impressionism'],"['oil', 'canvas']",79.0,62.0,,"['Art Institute of Chicago, Chicago, IL, US']","['Still life photography', 'Food group', 'Food', 'Fruit']","This painting is most notable for the disjointment of perspective, as if the two sides of the painting were completed using two different points of view. The right side of the table is not in the same plane as the left side of the table, which was a stylized method used by Cezanne to incorporate the differences of viewpoint into an impressionistic still life. It was this technique that made it possible to bridge the gap between impressionists and cubism, which employed varying perspective and varying angles to depict subjects. As such, this still life is an example of the way in which Cezanne tried to deal with the complexities of visual perception. ",1519,https://uploads7.wikiart.org/images/paul-cezanne/still-life-with-bottle-and-apple-basket-1894.jpg!HD.jpg,1200
577274deedc2cb3880ccdd2b,Job,job-1896,alphonse-mucha,Mucha Alphonse,57726d85edc2cb3880b48df8,1896.0,"['57726b51edc2cb3880ad74b0', '57726b4eedc2cb3880ad6ee8', '57726bcdedc2cb3880ae7306']",,,,['poster'],['Art Nouveau (Modern)'],['lithography'],173.0,59.0,,[],"['female-portraits', 'posters-and-advertisements']",,898,https://uploads0.wikiart.org/images/alphonse-mucha/job-1896.jpg!HD.jpg,1200
57726f04edc2cb3880b939ba,The Luncheon on the Grass,the-luncheon-on-the-grass-1863,edouard-manet,Manet Edouard,57726d7eedc2cb3880b47e5b,1863.0,"['57726b52edc2cb3880ad7828', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",ParisFrance,,,['genre painting'],['Realism'],"['oil', 'canvas']",264.5,208.0,,"[""Musée d'Orsay, Paris, France""]","['female-nude', 'mealtimes', 'bathing-and-swimming', 'leisure-and-sleep', 'Sitting']","The Luncheon in the Grass, with its depiction of a nude female with fully clothed men was a controversial piece when it was displayed at the Salon de Refuses in 1863. It was considered an affront to the times, not only because of the stark nudity of the woman in contrast to the men but also because Manet used familiar models for the figures in the painting. The nude woman is a combination of both his wife, Suzanne Leenhoff, and one of his other female models, Victorine Meurent. The men, on the other hand, are his brother, Eugene Manet, and his brother in law, Ferdinand Leenhoff. It was also considered controversial because it illustrated the rampant prostitution in Paris at the time, which was a taboo subject just to mention, much less display in an oversized canvas. ",1523,https://uploads3.wikiart.org/images/edouard-manet/the-luncheon-on-the-grass-1863.jpg!HD.jpg,1200
57726e25edc2cb3880b60a48,The Scream,the-scream-1893,edvard-munch,Munch Edvard ,57726d7bedc2cb3880b47a89,1893.0,"['57726b51edc2cb3880ad7588', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae733e', '57726bcdedc2cb3880ae7346', '57726bcdedc2cb3880ae745e', '57f64f73edc2c96b20a2481c']",OsloNorway,"{'id': '57726d7bedc2cb3880b47a8f', 'title': 'European period'}","{'id': '57726d7bedc2cb3880b47a93', 'title': 'The Scream'}",['genre painting'],['Expressionism'],"['oil', 'pastel', 'cardboard', 'tempera']",73.5,91.0,,"['National Gallery, Oslo, Norway']",[],"The Scream is the best known and most frequently reproduced of all Munch’s motifs. With its expressive colours, its flowing lines and striking overall effect, its appeal is universal.

Despite radical simplification, the landscape in the picture is recognisable as the Kristiania Fjord seen from Ekeberg, with a broad view over the fjord, the town and the hills beyond. In the background to the left, at the end of the path with the balustrade that cuts diagonally across the picture, we see two strolling figures, often regarded as two friends whom Munch mentions in notes relating to the picture. But the figure in the foreground is the first to capture the viewer’s attention. Its hands are held to its head and its mouth is wide open in a silent scream, which is amplified by the undulating movement running through the surrounding landscape. The figure is ambiguous and it is hard to say whether it is a man or a woman, young or old – or even if it is human at all.

As with many of Munch’s pictures, it is assumed that here as well his starting point was private feelings and experience. His diaries contain several remarks that seem to form a background to this depiction of existential angst, among them the following: “I was walking along the road with two friends – Then the sun went down – The sky suddenly turned to blood and I felt a great scream in nature –”.

The Scream was first exhibited at Munch’s solo exhibition in Berlin in 1893. It was a central element in “The Frieze of Life”, and has been the theme of probing analysis and many suggested interpretations. The painting also exists in a later version, which is in the possession of the Munch Museum. In addition Munch worked with the motif in drawings, pastels and prints.
",967,https://uploads8.wikiart.org/images/edvard-munch/the-scream-1893(2).jpg!HD.jpg,1200
57727deaedc2cb3880e923ad,Misses Solomon,misses-solomon,anders-zorn,Zorn Anders,57726d99edc2cb3880b4b58a,,"['57726b51edc2cb3880ad7600', '57726b4eedc2cb3880ad6e58']",,,,['genre painting'],['Impressionism'],[],,,,[],"['children', 'Lady']",,799,https://uploads3.wikiart.org/images/anders-zorn/misses-solomon.jpg!HD.jpg,1200
577274e7edc2cb3880cce547,Zodiac,zodiac-1896,alphonse-mucha,Mucha Alphonse,57726d85edc2cb3880b48df8,1896.0,"['57726b51edc2cb3880ad74b0', '57726b4dedc2cb3880ad6de8', '57726bcdedc2cb3880ae7306']",,,,['allegorical painting'],['Art Nouveau (Modern)'],['lithography'],48.2,65.7,,[],"['flowers-and-plants', 'female-portraits']","'Zodiac' was Mucha's first work under his contract with the printer Champenois and was originally designed as an in-house calendar for the company. In this composition, Mucha incorporated twelve zodiac signs in the halo-like disk behind the woman's head, one of Mucha's customary motifs. The majestic beauty of the woman is emphasised by her regal bearing and elaborate jewellery.

The striking design of the 'Zodiac' calendar quickly attracted the attention of Léon Deschamps, chief editor of 'La Plume'; he bought the rights to distribute it as the magazine's calendar for 1897. It became one of Mucha's most popular designs; at least nine variants of this lithograph are known, including this one which was printed without text to serve as a decorative panel.",654,https://uploads4.wikiart.org/00380/images/alphonse-mucha/mucha-zodiac-portfolio-arts-group.jpg,900
57726f77edc2cb3880baa4c5,The Garden of Earthly Delights,the-garden-of-earthly-delights-1515-7,hieronymus-bosch,Bosch Hieronymus,57726d7fedc2cb3880b481c6,1515.0,"['57726b52edc2cb3880ad7770', '57726b4eedc2cb3880ad6ef8', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6ff8']",,,"{'id': '57726d7fedc2cb3880b481d6', 'title': 'The Garden of\xa0Earthly Delights'}",['religious painting'],['Northern Renaissance'],"['oil', 'panel']",389.0,220.0,,"['Museo del Prado, Madrid, Spain']","['allegories-and-symbols', 'Christianity', 'Textile']","By far the best known and most ambitious work, The Garden of Earthly Delights illustrates Bosch’s individual artistic style, containing the most vivid imagery and complexity of symbolic meaning. The triptych is generally thought to be a warning of the dangers of giving in to temptation, but has been subject to vast amounts of conjecture and scrutiny, and critics and historians are split in two directions. Whereas some believe that the middle panel, which depicts a fantastical world of nudes in sexual engagement, large fruits, and other suggestive elements, is simply an illustration of paradise lost, others believe that it is a moral warning, which will lead you to hell, as it is depicted in the third panel of the series. Although there are many contradictory explanations, it is generally thought to be a warning against lust, one of the seven deadly sins. ",1920,https://uploads4.wikiart.org/images/hieronymus-bosch/the-garden-of-earthly-delights-1515-7.jpg!HD.jpg,973
57727103edc2cb3880c02a9f,Drawing Hands,drawing-hands,m-c-escher,Escher M.C.,57726d82edc2cb3880b48668,1948.0,"['57726b53edc2cb3880ad78b0', '57726b4dedc2cb3880ad6de8']",,,,['allegorical painting'],['Surrealism'],[],,,,[],"['allegories-and-symbols', 'Sketch', 'Hand', 'Figure drawing', 'Finger']",,1225,https://uploads3.wikiart.org/images/m-c-escher/drawing-hands.jpg,1024
57726ee6edc2cb3880b8adbb,Portrait of Adele Bloch-Bauer I,portrait-of-adele-bloch-bauer-i-1907-1,gustav-klimt,Klimt Gustav,57726d7eedc2cb3880b47e13,1907.0,"['57726b51edc2cb3880ad74b0', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,"{'id': '57726d7eedc2cb3880b47e19', 'title': 'Golden phase'}",,['portrait'],['Art Nouveau (Modern)'],"['oil', 'canvas']",138.0,138.0,,"['Private Collection', 'Neue Galerie New York, New York City, US']","['female-portraits', 'Lady']","This painting, which took three years to complete, was commissioned by the wealthy industrialist Ferdinand Bloch-Bauer, who made his money in the sugar industry. Ferdinand Bloch-Bauer favored the arts, especially Klimt, and commissioned him to complete another portrait of his wife Adele in 1912. Adele Bloch-Bauer was the only person to be painted twice by Klimt. This painting is perhaps most famous not for its artistic quality, but because of its scandalous history since inception. Upon her death, Adele Bloch-Bauer wished the painting to be given to the Austrian State Gallery, but it was seized by advancing German forces in World War II. In 1945, Ferdinand Bloch-Bauer designated the paintings to be the property of his nephew and nieces, including Maria Altmann. Nonetheless, the Austrian government retained ownership of the painting, and was not returned to the Altmann family until 2006 after a long court battle. The painting was then sold at auction for $135 million dollars, which at that time was the highest price paid at auction for a painting. It is now displayed the Neue Art Gallery in New York. ",1200,https://uploads6.wikiart.org/images/gustav-klimt/portrait-of-adele-bloch-bauer-i(1).jpg!HD.jpg,1200
57726e2fedc2cb3880b61b5c,Avond (Evening): The Red Tree,avond-evening-the-red-tree-1910,piet-mondrian,Mondrian Piet,57726d7bedc2cb3880b47ad4,1910.0,"['57726b4eedc2cb3880ad6e88', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70', '5f6c46adedc2c9b6b059578f']",,,,['landscape'],['Neo-Impressionism'],"['oil', 'canvas']",99.0,70.0,,"['Gemeentemuseum den Haag, Hague, Netherlands']","['twilight-and-night', 'forests-and-trees']","One of Mondrian’s earliest paintings, this was the first in which he implemented his color palette of red, blue and yellow, the three primary colors. Also as one of his earlier paintings, it was still a clearly representational form of a tree. As a budding artist, Mondrian began painting simple pastoral landscapes of his home country, and these paintings evolved from those beginning artistic ideas. In the abstraction of the color of the tree and the simple design, Mondrian’s aesthetic style is already present in this simple landscape. This post-impressionistic piece was only a stepping stone in the artist’s development into his ideal form of neo-plasticism.  ",1227,https://uploads6.wikiart.org/images/piet-mondrian/avond-evening-the-red-tree-1910.jpg,874
57726e8cedc2cb3880b76280,Jeanne Hebuterne,jeanne-hebuterne-1919,amedeo-modigliani,Modigliani Amedeo ,57726d7dedc2cb3880b47cd4,1919.0,"['57726b51edc2cb3880ad7588', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",ParisFrance,,,['portrait'],['Expressionism'],"['oil', 'canvas']",38.0,55.0,,['Private Collection'],"['famous-people', 'female-portraits', 'Jeanne-Hebuterne', 'Face', 'Lady', 'Chin', 'Cheek', 'Lip']",,800,https://uploads7.wikiart.org/images/amedeo-modigliani/jeanne-hebuterne-1919.jpg!HD.jpg,1200
577274e5edc2cb3880cce2b4,Sarah Bernhardt,sarah-bernhardt-1896,alphonse-mucha,Mucha Alphonse,57726d85edc2cb3880b48df8,1896.0,"['57726b51edc2cb3880ad74b0', '57726b4eedc2cb3880ad6ee8', '57726bcdedc2cb3880ae7306']",,,,['poster'],['Art Nouveau (Modern)'],['lithography'],,,,[],"['female-portraits', 'posters-and-advertisements']",,435,https://uploads5.wikiart.org/images/alphonse-mucha/sarah-bernhardt-1896.jpg,650
57726e82edc2cb3880b750a4,Composition IV,composition-iv-1911,wassily-kandinsky,Kandinsky Wassily,57726d7dedc2cb3880b47cb0,1911.0,"['57726b50edc2cb3880ad7460', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70', '5804eadaedc2ce45b4e01a76']",Munich / MonacoGermany,,"{'id': '57726d7dedc2cb3880b47cb4', 'title': 'Compositions'}",['abstract'],['Abstract Art'],"['oil', 'canvas']",250.5,159.5,,"['Kunstsammlung Nordrhein-Westfalen, Düsseldorf, Germany']",[],"An interesting story that indicates Kandinsky’s intellectual examination in the creation of his works revolves around this composition. He became exhausted during the months of studying he went through in preparation for this painting, and decided to go for a walk. His assistant at the time, Gabrielle Munter, who was tidying up the studio in the artist’s absence, inadvertently turned the canvas on its side. Upon Kandinsky’s return, he saw the canvas, fell to his knees and began weeping at the beauty of the painting. His newly found perspective on the piece would change his artistic vision and direction for the rest of his life. ",1650,https://uploads1.wikiart.org/00475/images/wassily-kandinsky/composition-iv-1911.jpg,1044
57726e88edc2cb3880b75c2c,Yellow-Red-Blue,yellow-red-blue-1925,wassily-kandinsky,Kandinsky Wassily,57726d7dedc2cb3880b47cb0,1925.0,"['57726b50edc2cb3880ad7460', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70', '5804eadaedc2ce45b4e01a76']",Alten / Dessau-altenGermany,,,['abstract'],['Abstract Art'],"['oil', 'canvas']",200.0,127.0,,"['Georges Pompidou Center, Paris, France']",['Graphic design'],,824,https://uploads8.wikiart.org/images/wassily-kandinsky/yellow-red-blue-1925.jpg,516
